NU_INSCRICAO,NU_NOTA_MT
5b7877d12550dd35d27a02b66a13f2a27bce11ca,425.46502330246545
18f800ec03e33ebad5fb97aa8465dd3e5961337e,439.191467268936
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,496.63458862831214
cc8794762ffa592758b5117d67e0d02e2e8b9c49,512.7341810206931
894d277c608610fa8c31db531f64582b9569b2e9,444.6905248578689
b2e029961aa0f20071b74708e0d97e6f200ec582,452.1881305038822
12c7d85e168b09a0278df140a22bcb0052a59b0a,411.5567374111115
64c4892488a9c6281bdabf467a0b5a6382d248e6,481.99536379063284
ac112e94587e6e4249b7182329ee5a5040ae94ea,526.7220675640023
a58cf11e498228f9aaca92b0c49f955a6163fb59,440.4851053791638
e8c84701c041b7f3b39f3125a0449fa633589fbe,498.71487151795725
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,578.385282117526
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,432.57342053597984
e64ad901853230e396be49311ea98121c348fac6,486.1843806040854
8532af19be3729ea233c1f29e4c015820fc7fb3a,476.3768030416702
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,458.7572374862157
26853fd075fe27954772c3070997635b94f32b83,413.8843708985767
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,535.9678450960116
574ec310dee846f9ae8eb278480257d463f6fbcc,461.93163680022093
8a46e35787225c3e7adef2b998ad9c93a952106b,519.3842784214607
b62bf908b504e8c6898777a7f5b88afed358caea,427.15111424100616
10d22971ca4f53fc62d02905809ff1c37fbb68fc,589.9050375234777
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,443.8678740556694
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,556.5420201477255
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,459.8017727710998
d76614020539405f481c0f5ffb9e6f88a0bf21b7,431.0523964592413
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,503.1585121651134
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,470.4293219892533
176b027cd932b17fcb6f119cfcef338a175062b8,393.133515448754
41474f2dda61d97f38ba79906d3dbcce223d1bd1,524.8343404073937
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,507.0515235513932
d4e97da32ccb6987ec074aa48c24ce949c05a78c,434.44121510035825
95c1d266a2524560761df98b376c17604733a6ad,538.3488456471923
c11c4303d2632cde64105a35554ecb77a8564260,477.78792441053474
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,468.7284291003656
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,541.3184780205236
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,435.73350317533
580c34923cbde328e0aef1641dd02033fc862c04,457.47296850617494
29d8bf198da9caa59047268faca60207da24d1b7,539.9924485713703
1b3f80a1cd9fff0408e96169fcaf006936b34fed,458.52332427275877
b5932043b62e0c58e16e2cc2c9d5489390e5c895,487.22621869868317
99092cc60948943c59d68d62ed81a75a03059113,478.0263667666612
dd69fca6f17420dc911016a79e70583ca7ea330d,444.04745711704635
d387995af060965fb9d18973f3dbf4904f071066,418.67919121756444
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,483.64134099426445
543674772357cf9d8a7a8e7dfb89384af80ec30e,499.35427823812483
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,431.66454968443554
0736d379ea0962e316ce84cce8e883321be36abb,429.31071165661433
98cc842c547c69a0d27776e272fd8b61131b0b37,423.6557194388337
890b7696fa85ca2b3e90b3951efec2135e88d5cf,439.3161402930761
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,648.809206356209
d84b48f7dc7a6e387e6e985525143589754c5b13,435.9480006206677
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,508.7931973090332
dc4fe9d4124d9278f58f6f999711116a3fe58be7,495.4174005489307
f6624d763619c0898b34dc02adf06f53a1721cd0,428.7501597747537
60b1c12559860e7ad966da4c4db5c78e17278fc0,506.1444104067025
4f365503582b97ea96462d0d36895a5e7f5926df,421.0133167996617
c80869804effb21d50cc8fff3f4c27ba5521240c,384.24609109217715
d0f351638d60e84b890a498d69c9a7961cdcdf36,437.62981721868516
48e8ec135997ff3676648d5c144c3c7150a7bbb1,406.6177182171509
45484014aefd10ea3e4b08fb93e66c251709cca6,447.3702467428825
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,435.6879672238719
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,389.93899643804656
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,574.8028945622048
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,418.47997260834626
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,559.0057488387783
c83c66733c5bd90a59996e473bb69e44f6522976,416.9293959536668
87f89c855f377c5b100ad2986cc6569e31d94a98,556.2464623025468
eaecf3dd32668664e1dcc2d6c7a69042824806a6,438.0835689073814
c59b370d3aa06b68878c836bceac844953d74972,462.10515814967266
b2128312e70fdb830091aecb6b27d82617e2e226,421.2911611972152
8257941af168c0cc15f28bd596fd922352dae732,397.8968101309014
854ce153823802674f35bbe1ec010b12e9b3a56f,437.02871190356
27f1db4e266b154f6f7fbef9c225fab472652a7b,441.0672540588463
11b90bed4a05d11169f308370faf81d6e9ca2c4f,448.55469272809347
e001e1d73163c327a4d800697b1b36cd6921f60d,442.1579022027218
b83424ca8973e4b2eebf6eb9e26e842999432d22,397.61110996266854
912d751c54b46c860c5ba61666fc6fc59ca2689d,372.0087281784969
e114f7b197069bde8e158a0dbeaa022dd0c4e280,458.19777432657276
fa84edf183bd459ea9394d77bdc191683a75ff66,567.1587459079527
76190ff09a736ff83169394b770699b2709c5a27,499.0756438893667
515db15df8581ae72bb8e8358833016adee74e02,470.5937408027917
e2a05053c19e6fba60d0e582e6c7f371728a7106,473.8614686126857
2378556841bc8d5746f2b94d6adefc2db20f9518,520.1155944933338
796d558152d241567f8a72b535a5e36fe78886f3,437.1606664173063
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,525.5375477487446
3c748fc7a94edb7ac1484373751ffa8574a3281d,428.68445985526193
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,413.13783823056326
10a1e8808e744c619376bff659f859cd71e8c41d,454.44375917850766
fc959dafc37dde3f173f083486d84ce5c817443f,447.646194016727
6979d91c0a1903a336c640e14eed100821a0e24d,470.5831048194213
d4e37c4c1235ce014392f6c8ba0436f195b9e459,533.6215555155544
565a955a60c6073157aa869c0351c626a7171ef3,538.727672820747
99be797e423b5ae08fe342ea772738f71975df47,603.8669507353814
b579ea83f2d6c15b2c717d16a89827d65f39904b,477.5279329228609
e9373b5c22567bec508f2fa2580e4dc3ff687caa,540.7515319814047
a465af361b68bd536dd8bf61d522b9b21755ab60,540.1594277361011
c8feec2a94d996d03534ce935dec7a034667f107,705.4422436012724
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,481.04419447648394
f4f7888cfe88b7a3b0f3d94749921976353ae82c,493.0140800189124
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,492.4272989316745
2e466f15ac7b80870736fac2d0cf4bd7f362e852,474.187168291031
fc83a5c665f70f39b4c7d326118cbf21a898e660,579.7292190391374
ced4913c2220be57c54bc9f87bb4f441d5976671,464.53345167759517
880ade460a231d722e8bb0e4d17f3c8f77663d37,399.15622083179437
7c869f5b89ddf3130c87011b6508ee59e32682c5,430.53854435344476
9027f65d4e576928ca59690c280050c53d66506a,660.781280796358
09eb415bcb9842d207139c8bddf32427a134d51e,523.2816724983388
f8224c83e27f4921df62876f7ff660b1dab3d974,459.1804065346016
dfec3182aec0997207e0845b072498065ec89aac,626.7732773470157
d653549f6d0ba70e2113b2cc56e9a83e331d2462,569.3641904535732
e95674df974af80342f676ca9e3540aecec2b8dc,488.7352954065858
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,544.7699762611614
22d86e8b43a9412df86ec15ac231b9919e3ec905,454.5652960857885
1c61035799f6afe7f44c1fb68567d7a8945c3943,581.6162071843045
d5ed4b8732b0d7127a64f7e71137d321c56cc198,426.43586829884003
63edbbe59337f861a710bee4fe8a691d231f23da,402.77193918541707
21b8ef230efbfca6b5f15b36a3243d76ed390967,496.22566284185405
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,392.6552717036818
3de3c134579726fe4606b7a05f82ce19f00adb09,642.6746223294689
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,422.12721169851585
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,394.5986314021092
520c60d32fd2af8be76abd332859b36d8ae45900,461.4148175200576
6cb6e2310b52c2898e500f81bea938446592568b,500.7773377049905
0193b535914e1c5a445bede11a408bf1709cd3cb,486.14630085933584
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,504.798973366512
9b378e3937af8e97d4753cdf0c8917306354aaaf,479.3590154619715
1c92f54a5fe563622a0e23cf116461a7e147efd8,549.7895845348477
90facc45f7578775e3278aa0bd4fb59dad4d37c1,431.53995906398643
c8062c4cc7e023996bd37b87295f5a2957ddb172,456.16261899554104
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,574.2257847620886
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,447.65287398247744
1b61f7e184c7040ae4cea725153965e1f7f75308,437.93633273772383
95a9c65324583892b2d1a0c1c5163488f92d4a6d,400.47970638131665
5b7e7632cf766876026d0da6aa7c6df77bc13438,436.2563241450159
96fd0462597b8cf21b1e918c1947106cd8359e5d,528.5793720096093
5c1cef937c40bf8c30c119160bedde7ef679454e,599.172738856275
e39fbeab552a4b6492346d821d095c3a0d691555,438.7743615493809
93694c58636eabfe86550e734efb3775ba4d739f,490.1143935488891
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,628.0627509384828
6c05e70130682975c1485a862b6e08b895650671,435.4970116032333
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,409.25994289551033
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,384.38568049469177
283df09083d3c7bec2590f22355c7ba32ec88623,505.1864370106215
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,577.15823457744
23131f453efc29c2af9553d307692c60a3add1ae,435.6783417711525
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,424.73939228115137
941646a7d24ee2837d7de90ff0a736bb8f61d68c,411.8834277769032
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,506.993289839128
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,417.4050687751771
72882a9cffe151d94be90e02ce3967a91b628099,483.6631016797532
cf62916c9829bd3ad05104151eee856d6de7ca1c,602.91184833541
6b8f4241357e65c0491cc0ef96396f811574134c,443.9329158446026
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,411.9425642818584
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,465.7693305419861
8288badec4740382dbf7c33e4095cd4db0021bf7,387.70734605838584
5e139289eb167622f915eea3d1d6e49d15d1c873,503.4260464611534
fc050b2c8fa3446890fe1418332352177dd34506,458.7283140733118
8f309746992f374b4c2ea88f171233a9469ba649,440.00150114251267
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,462.1193026504457
145b6344526f9df32f4046c8227282477c51d69f,431.39098644193285
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,460.5745681071436
b23775f4cd460ba687d77b058f2bc46381a0fbfe,441.0127816824403
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,600.8564227342788
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,435.664011537483
2bf8abe8000927aeff885fdb26e82579b54bb657,425.6503716467927
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,513.2797949822925
3ef584654da4e658ecdffb68bc4398c97f850ccf,427.1711416086764
ea90166cae72eec871b4100ed8df997253bea84b,477.0352083427801
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,516.8030818178439
39e7d2bf0be98a9698aa1369b7ca5576d392a777,470.31610326211677
01d88812b1d865b9797b9c57ed7538527593eb1d,557.5441029373455
879d82fe92a01214851fbeb62cd533fbc9d4ab87,541.878906324976
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,487.6986044508315
a185d42f150631e1f22e1d81f965dda9833d0bec,454.97515715257646
c5994a51d6c24ee4360aee344cebf55bd01c39e3,520.7447706784301
bbe2574187920d91ca67a657c5a476f92f8ac142,470.3900077971836
8637d558542ccd4a1cd1d3ab336711edad60a966,465.5499669784362
30fd3c461823b211ad79159256fdb3eb101deff0,459.44843676707933
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,453.0574379767373
4d12becc50fceaa6423313e98858cee7d438cc36,487.7654495720681
5c55594ff65d25732d6104cf60588ae877cb6e9c,590.568628980006
ebd6ed760a482a95ddc04d78254761296ea73608,528.7460572918849
4ea487e7fd10b89407bd3c72366366f5b505847f,533.0472215212102
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,481.71928066172876
49a9374bc759c6a4d1f8fce5ade5908afe72803c,473.0470326595885
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,452.47742893235227
0f31c91179f811dc6de3d071914cba2716013473,437.1196002637999
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,483.22291084310984
a945e7b0eedbc6722edf61c6e9115199efa0e79b,618.5731397433321
b52cae71211465e9b76723d1dab3cbb973a76a5e,434.5042950635744
c64825379cc10911781e842c315951b835c0246d,443.46848025763194
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,471.12251346600897
d077ad9b71684906e32bdfefac01c893ff875c40,519.6569482512415
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,419.1178257131675
44cb1704d691a020beab734f494635e2603af38b,440.9076468009414
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,499.4525485057086
623b39408740e01c79d585779f119b7bd31aca5e,481.7622293925955
0954f039d7ce9b83b763b6406d3be54af9d386a0,421.2348281879121
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,447.3575128631837
bc764ff3e2905ae18491fcc46b2cf1812bf43771,603.4681305888457
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,518.8009223183892
b62836e36b6a37a18823b0176647b31ed84bd759,454.1022448328291
48b56e1d641022967e5b2791de675d524b685afe,443.13727730326576
6432732876989f4279e03bea20c37a21e0ce488d,654.4282580893173
c322f8d156e174e549a44fdde96be32358ab85a3,445.71811560742674
92f7742f9719e14801466a45e33f904e27be2b17,440.9833254457245
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,431.14325563657144
bfa438beba3914291e0978747404004f6ac79179,428.6904769083145
9f7b8de3a22fe246b22d46de9b4c1d219eb1dbba,431.93738760828603
7db2c8ad5fbddb754318a9f7d0503ef849ef5729,396.709428108145
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,477.2937827881147
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,402.3565860303918
b10d3fcde629e4b68758d3dc58911a113837d255,468.469870776186
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,409.6864811905396
587f219b07191d201677be07e43852b73a5dfeda,477.70513049624395
c669af3c60a62511990ed5f486c525285df59750,482.3684588381261
0dc0351a9da12f74bd5ebc918d60f9580be35182,448.5226036817144
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,405.97262274901686
d053a386f5497719e02334cc444acc545258bc3e,545.7850606912622
446a666ce7e015158181ce032e318a2ceffad8e1,461.98778827129473
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,403.8081022786728
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,494.662246838212
dc56167fb0ffcbf92624206591985da23ba078a3,463.45479100899837
10f8e410cadeee997d11e86ed5749c98c184f102,473.58626040411764
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,448.611989300215
b18c91072332db5e81e51adf0ad4a18c682fe025,391.4680757039655
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,443.8585680006856
040e479d45f83b7944be895d04b035489e544ab1,464.8556633504058
b505434998285eb78dfdb4341e4a29cc13a2130a,414.3325564411161
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,415.39186377549
1167115298a1ed2c659e1e365224311af48ff8e6,535.2050914522074
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,387.5762357559583
386238d9cc8f497486ec335159e3d3fb59d9d57c,522.8225888019464
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,427.2109934794525
961f5a44f06750c88181c1809c6d002252b8d4e9,470.04884996778765
24605a2eda427ea715d61e72f5e40d6afd31bcfd,591.6922036942271
9810f9ad1fed4a44dd3150d3a93c2321402176f7,431.0954454358566
0b01e142abc07e710ae4f8a315866d95f16d592b,538.9807292230241
ab9b69839b48825032b5f4778eea40e321c1ece5,464.81456701103457
3004e0b4f4b454854f0bb254473aa012e17071fd,612.6837658183706
84083dec8994b0da91c7be5bd5cf540a92d367f9,386.9973245528082
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,510.7374980605638
55a278c454fb7415451563c61ed46f5d9dc352d6,520.1231340249115
051c748ebab016611de489dfc13b6616d1070361,479.3119213493367
e2f476ff901b0c67a7df201c865aca3219bfd803,515.4510469041084
7ae5a82f05c571cbccd3d1057aa2ee320633335c,490.54069466556336
1c86c6bc97a76e31219f8902c13627c0de70c6cb,496.1853190936956
e6b0a19633e93aa0e26b5644d0142d79c7526d5d,464.50302560802845
acbc30d483ea45980ae8919a1e608acbb560d796,537.9359003614493
d4cc2188bbe4365cbbec0d8e697f5f982d217c55,495.11993531343785
3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,444.2968305924195
a5c39ced20251de476553163291f5141f9b66d1c,390.7484787170176
6d9409ae58f72c208c0ad1c8168080a8deeef8a2,437.80080742391107
85e6b7523bb635e5552fa91b4a79122118918668,527.8983639499138
5443c9e35006e84510c518efc894c075b606c83f,412.72942558826594
80b9f96ee31137fbe9158841eb193d26d6dd762b,456.8225678784012
6091d7a1acb022b664e212bbc322932384824ab4,448.49390453664296
828f1541b637d7781583e98f754bbb433f2d1dd8,530.2761367400728
aace2a613988d1619385514862b227ec1a616255,407.07430592881667
45a6fba80a860b768d6b4172b97e35f0b06db075,517.245881953317
4b93629e017653c27a7ac99b9ed6fafa003a6777,496.47392359410094
ddd68576dd27c673687d8b04057adc396a75f566,468.3705966743246
ed9e6225f3914f90c61a39572bf1ad207688a3f0,482.4592537704448
270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,551.859066170144
afcb620ab13d96348763196f200b6bf94ab1c060,441.18139335311116
7cfb1d64261039d25784ecc70e9bf286ac9492c9,461.041549744288
4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,414.33934391181845
5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,428.44669519119077
d6c682e729a33858ccdaf54a2a3c625c82ddc108,477.2776418357628
